Partie_ID,Date,Phase,Tour,Contrat,Type_Contrat,Joueur,Score_Avant,Score_Après,Réussi,Nb,Gain,Classement_final,Cible,Ordre,verifdiv
29,2025-10-15,F,17,25,Spécial,Q,7,3,0,"-0,16",-4,4,1,3,1
29,2025-10-15,F,17,25,Spécial,Hepa,129,64,0,"-2,6",-65,3,1,4,1
30,2025-10-22,P1,1,Capital,Points,Emma,0,70,1,,70,4,1,1,0
30,2025-10-22,P1,1,Capital,Points,Albert,0,51,1,,51,2,1,2,0
30,2025-10-22,P1,1,Capital,Points,Mat,0,51,1,,51,1,1,3,0
30,2025-10-22,P1,1,Capital,Points,Gino,0,11,1,,11,3,1,4,0
30,2025-10-22,P1,2,20,Nombre,Emma,70,130,1,3,60,4,1,1,0
30,2025-10-22,P1,2,20,Nombre,Albert,51,111,1,3,60,2,1,2,0
30,2025-10-22,P1,2,20,Nombre,Mat,51,91,1,2,40,1,1,3,0
30,2025-10-22,P1,2,20,Nombre,Gino,11,31,1,1,20,3,1,4,0
30,2025-10-22,P1,3,Suite,Spécial,Emma,130,167,1,,37,4,1,1,0
30,2025-10-22,P1,3,Suite,Spécial,Albert,111,55,0,,-56,2,1,2,1
30,2025-10-22,P1,3,Suite,Spécial,Mat,91,45,0,,-46,1,1,3,1
30,2025-10-22,P1,3,Suite,Spécial,Gino,31,15,0,,-16,3,1,4,1
30,2025-10-22,P1,4,19,Nombre,Emma,167,205,1,2,38,4,1,1,0
30,2025-10-22,P1,4,19,Nombre,Albert,55,93,1,2,38,2,1,2,0
30,2025-10-22,P1,4,19,Nombre,Mat,45,64,1,1,19,1,1,3,0
30,2025-10-22,P1,4,19,Nombre,Gino,15,7,0,"-0,4210526316",-8,3,1,4,1
30,2025-10-22,P1,5,Côtés,Spécial,Emma,205,102,0,,-103,4,1,1,1
30,2025-10-22,P1,5,Côtés,Spécial,Albert,93,132,1,,39,2,1,2,0
30,2025-10-22,P1,5,Côtés,Spécial,Mat,64,32,0,,-32,1,1,3,1
30,2025-10-22,P1,5,Côtés,Spécial,Gino,7,3,0,,-4,3,1,4,1
30,2025-10-22,P1,6,18,Nombre,Emma,102,156,1,3,54,4,1,1,0
30,2025-10-22,P1,6,18,Nombre,Albert,132,168,1,2,36,2,1,2,0
30,2025-10-22,P1,6,18,Nombre,Mat,32,86,1,3,54,1,1,3,0
30,2025-10-22,P1,6,18,Nombre,Gino,3,111,1,6,108,3,1,4,0
30,2025-10-22,P1,7,Couleurs,Spécial,Emma,156,78,0,,-78,4,1,1,1
30,2025-10-22,P1,7,Couleurs,Spécial,Albert,168,232,1,,64,2,1,2,0
30,2025-10-22,P1,7,Couleurs,Spécial,Mat,86,43,0,,-43,1,1,3,1
30,2025-10-22,P1,7,Couleurs,Spécial,Gino,111,55,0,,-56,3,1,4,1
30,2025-10-22,P1,8,17,Nombre,Emma,78,39,0,"-2,294117647",-39,4,1,1,1
30,2025-10-22,P1,8,17,Nombre,Albert,232,283,1,3,51,2,1,2,0
30,2025-10-22,P1,8,17,Nombre,Mat,43,94,1,3,51,1,1,3,0
30,2025-10-22,P1,8,17,Nombre,Gino,55,106,1,3,51,3,1,4,0
30,2025-10-22,P1,9,57 pts,Spécial,Emma,39,19,0,,-20,4,1,1,1
30,2025-10-22,P1,9,57 pts,Spécial,Albert,283,141,0,,-142,2,1,2,1
30,2025-10-22,P1,9,57 pts,Spécial,Mat,94,47,0,,-47,1,1,3,1
30,2025-10-22,P1,9,57 pts,Spécial,Gino,106,53,0,,-53,3,1,4,1
30,2025-10-22,P1,10,16,Nombre,Emma,19,9,0,"-0,625",-10,4,1,1,1
30,2025-10-22,P1,10,16,Nombre,Albert,141,189,1,3,48,2,1,2,0
30,2025-10-22,P1,10,16,Nombre,Mat,47,23,0,"-1,5",-24,1,1,3,1
30,2025-10-22,P1,10,16,Nombre,Gino,53,69,1,1,16,3,1,4,0
30,2025-10-22,P1,11,Peluche,Spécial,Emma,9,4,0,,-5,4,1,1,1
30,2025-10-22,P1,11,Peluche,Spécial,Albert,189,94,0,,-95,2,1,2,1
30,2025-10-22,P1,11,Peluche,Spécial,Mat,23,43,1,,20,1,1,3,0
30,2025-10-22,P1,11,Peluche,Spécial,Gino,69,89,1,,20,3,1,4,0
30,2025-10-22,P1,12,15,Nombre,Emma,4,2,0,"-0,1333333333",-2,4,1,1,1
30,2025-10-22,P1,12,15,Nombre,Albert,94,124,1,2,30,2,1,2,0
30,2025-10-22,P1,12,15,Nombre,Mat,43,58,1,1,15,1,1,3,0
30,2025-10-22,P1,12,15,Nombre,Gino,89,44,0,-3,-45,3,1,4,1
30,2025-10-22,P1,13,Triple,Spécial,Emma,2,1,0,,-1,4,1,1,1
30,2025-10-22,P1,13,Triple,Spécial,Albert,124,62,0,,-62,2,1,2,1
30,2025-10-22,P1,13,Triple,Spécial,Mat,58,29,0,,-29,1,1,3,1
30,2025-10-22,P1,13,Triple,Spécial,Gino,44,22,0,,-22,3,1,4,1
30,2025-10-22,P1,14,14,Nombre,Emma,1,0,0,"-0,07142857143",-1,4,1,1,1
30,2025-10-22,P1,14,14,Nombre,Albert,62,31,0,"-2,214285714",-31,2,1,2,1
30,2025-10-22,P1,14,14,Nombre,Mat,29,113,1,6,84,1,1,3,0
30,2025-10-22,P1,14,14,Nombre,Gino,22,11,0,"-0,7857142857",-11,3,1,4,1
30,2025-10-22,P1,15,Double,Spécial,Emma,0,0,0,,0,4,1,1,1
30,2025-10-22,P1,15,Double,Spécial,Albert,31,39,1,,8,2,1,2,0
30,2025-10-22,P1,15,Double,Spécial,Mat,113,56,0,,-57,1,1,3,1
30,2025-10-22,P1,15,Double,Spécial,Gino,11,5,0,,-6,3,1,4,1
30,2025-10-22,P1,16,13,Nombre,Emma,0,0,0,0,0,4,1,1,1
30,2025-10-22,P1,16,13,Nombre,Albert,39,19,0,"-1,538461538",-20,2,1,2,1
30,2025-10-22,P1,16,13,Nombre,Mat,56,82,1,2,26,1,1,3,0
30,2025-10-22,P1,16,13,Nombre,Gino,5,18,1,1,13,3,1,4,0
30,2025-10-22,P1,17,25,Spécial,Emma,0,0,0,0,0,4,1,1,1
30,2025-10-22,P1,17,25,Spécial,Albert,19,44,1,1,25,2,1,2,0
30,2025-10-22,P1,17,25,Spécial,Mat,82,107,1,1,25,1,1,3,0
30,2025-10-22,P1,17,25,Spécial,Gino,18,43,1,1,25,3,1,4,0
31,2025-10-22,P1,1,Capital,Points,Stef,0,37,1,,37,2,2,1,0
31,2025-10-22,P1,1,Capital,Points,Valentin,0,79,1,,79,3,2,2,0
31,2025-10-22,P1,1,Capital,Points,Celestin,0,24,1,,24,4,2,3,0
31,2025-10-22,P1,1,Capital,Points,Manu,0,91,1,,91,1,2,4,0
31,2025-10-22,P1,2,20,Nombre,Stef,37,18,0,"-0,95",-19,2,2,1,1
31,2025-10-22,P1,2,20,Nombre,Valentin,79,119,1,2,40,3,2,2,0
31,2025-10-22,P1,2,20,Nombre,Celestin,24,12,0,"-0,6",-12,4,2,3,1
31,2025-10-22,P1,2,20,Nombre,Manu,91,111,1,1,20,1,2,4,0
31,2025-10-22,P1,3,Suite,Spécial,Stef,18,9,0,,-9,2,2,1,1
31,2025-10-22,P1,3,Suite,Spécial,Valentin,119,59,0,,-60,3,2,2,1
31,2025-10-22,P1,3,Suite,Spécial,Celestin,12,6,0,,-6,4,2,3,1
31,2025-10-22,P1,3,Suite,Spécial,Manu,111,55,0,,-56,1,2,4,1
31,2025-10-22,P1,4,19,Nombre,Stef,9,47,1,2,38,2,2,1,0
31,2025-10-22,P1,4,19,Nombre,Valentin,59,154,1,5,95,3,2,2,0
31,2025-10-22,P1,4,19,Nombre,Celestin,6,25,1,1,19,4,2,3,0
31,2025-10-22,P1,4,19,Nombre,Manu,55,93,1,2,38,1,2,4,0
31,2025-10-22,P1,5,Côtés,Spécial,Stef,47,82,1,,35,2,2,1,0
31,2025-10-22,P1,5,Côtés,Spécial,Valentin,154,77,0,,-77,3,2,2,1
31,2025-10-22,P1,5,Côtés,Spécial,Celestin,25,12,0,,-13,4,2,3,1
31,2025-10-22,P1,5,Côtés,Spécial,Manu,93,141,1,,48,1,2,4,0
31,2025-10-22,P1,6,18,Nombre,Stef,82,136,1,3,54,2,2,1,0
31,2025-10-22,P1,6,18,Nombre,Valentin,77,149,1,4,72,3,2,2,0
31,2025-10-22,P1,6,18,Nombre,Celestin,12,66,1,3,54,4,2,3,0
31,2025-10-22,P1,6,18,Nombre,Manu,141,177,1,2,36,1,2,4,0
31,2025-10-22,P1,7,Couleurs,Spécial,Stef,136,68,0,,-68,2,2,1,1
31,2025-10-22,P1,7,Couleurs,Spécial,Valentin,149,74,0,,-75,3,2,2,1
31,2025-10-22,P1,7,Couleurs,Spécial,Celestin,66,165,1,,99,4,2,3,0
31,2025-10-22,P1,7,Couleurs,Spécial,Manu,177,88,0,,-89,1,2,4,1
31,2025-10-22,P1,8,17,Nombre,Stef,68,102,1,2,34,2,2,1,0
31,2025-10-22,P1,8,17,Nombre,Valentin,74,142,1,4,68,3,2,2,0
31,2025-10-22,P1,8,17,Nombre,Celestin,165,233,1,4,68,4,2,3,0
31,2025-10-22,P1,8,17,Nombre,Manu,88,156,1,4,68,1,2,4,0
31,2025-10-22,P1,9,57 pts,Spécial,Stef,102,159,1,,57,2,2,1,0
31,2025-10-22,P1,9,57 pts,Spécial,Valentin,142,199,1,,57,3,2,2,0
31,2025-10-22,P1,9,57 pts,Spécial,Celestin,233,116,0,,-117,4,2,3,1
31,2025-10-22,P1,9,57 pts,Spécial,Manu,156,78,0,,-78,1,2,4,1
31,2025-10-22,P1,10,16,Nombre,Stef,159,223,1,4,64,2,2,1,0
31,2025-10-22,P1,10,16,Nombre,Valentin,199,231,1,2,32,3,2,2,0
31,2025-10-22,P1,10,16,Nombre,Celestin,116,58,0,"-3,625",-58,4,2,3,1
31,2025-10-22,P1,10,16,Nombre,Manu,78,110,1,2,32,1,2,4,0
31,2025-10-22,P1,11,Peluche,Spécial,Stef,223,243,1,,20,2,2,1,0
31,2025-10-22,P1,11,Peluche,Spécial,Valentin,231,115,0,,-116,3,2,2,1
31,2025-10-22,P1,11,Peluche,Spécial,Celestin,58,29,0,,-29,4,2,3,1
31,2025-10-22,P1,11,Peluche,Spécial,Manu,110,55,0,,-55,1,2,4,1
31,2025-10-22,P1,12,15,Nombre,Stef,243,303,1,4,60,2,2,1,0
31,2025-10-22,P1,12,15,Nombre,Valentin,115,57,0,"-3,866666667",-58,3,2,2,1
31,2025-10-22,P1,12,15,Nombre,Celestin,29,74,1,3,45,4,2,3,0
31,2025-10-22,P1,12,15,Nombre,Manu,55,100,1,3,45,1,2,4,0
31,2025-10-22,P1,13,Triple,Spécial,Stef,303,151,0,,-152,2,2,1,1
31,2025-10-22,P1,13,Triple,Spécial,Valentin,57,28,0,,-29,3,2,2,1
31,2025-10-22,P1,13,Triple,Spécial,Celestin,74,37,0,,-37,4,2,3,1
31,2025-10-22,P1,13,Triple,Spécial,Manu,100,166,1,,66,1,2,4,0
31,2025-10-22,P1,14,14,Nombre,Stef,151,193,1,3,42,2,2,1,0
31,2025-10-22,P1,14,14,Nombre,Valentin,28,56,1,2,28,3,2,2,0
31,2025-10-22,P1,14,14,Nombre,Celestin,37,121,1,6,84,4,2,3,0
31,2025-10-22,P1,14,14,Nombre,Manu,166,83,0,"-5,928571429",-83,1,2,4,1
31,2025-10-22,P1,15,Double,Spécial,Stef,193,231,1,,38,2,2,1,0
31,2025-10-22,P1,15,Double,Spécial,Valentin,56,28,0,,-28,3,2,2,1
31,2025-10-22,P1,15,Double,Spécial,Celestin,121,60,0,,-61,4,2,3,1
31,2025-10-22,P1,15,Double,Spécial,Manu,83,103,1,,20,1,2,4,0
31,2025-10-22,P1,16,13,Nombre,Stef,231,244,1,1,13,2,2,1,0
31,2025-10-22,P1,16,13,Nombre,Valentin,28,41,1,1,13,3,2,2,0
31,2025-10-22,P1,16,13,Nombre,Celestin,60,73,1,1,13,4,2,3,0
31,2025-10-22,P1,16,13,Nombre,Manu,103,116,1,1,13,1,2,4,0
31,2025-10-22,P1,17,25,Spécial,Stef,244,122,0,"-4,88",-122,2,2,1,1
31,2025-10-22,P1,17,25,Spécial,Valentin,41,66,1,1,25,3,2,2,0
31,2025-10-22,P1,17,25,Spécial,Celestin,73,36,0,"-1,48",-37,4,2,3,1
31,2025-10-22,P1,17,25,Spécial,Manu,116,141,1,1,25,1,2,4,0
32,2025-10-22,P1,1,Capital,Points,Béné,0,39,1,,39,2,3,1,0
32,2025-10-22,P1,1,Capital,Points,Q2,0,25,1,,25,1,3,2,0
32,2025-10-22,P1,1,Capital,Points,V6,0,31,1,,31,3,3,3,0
32,2025-10-22,P1,1,Capital,Points,Jeremy,0,20,1,,20,4,3,4,0
32,2025-10-22,P1,2,20,Nombre,Béné,39,19,0,-1,-20,2,3,1,1
32,2025-10-22,P1,2,20,Nombre,Q2,25,12,0,"-0,65",-13,1,3,2,1
32,2025-10-22,P1,2,20,Nombre,V6,31,51,1,1,20,3,3,3,0
32,2025-10-22,P1,2,20,Nombre,Jeremy,20,60,1,2,40,4,3,4,0
32,2025-10-22,P1,3,Suite,Spécial,Béné,19,9,0,,-10,2,3,1,1
32,2025-10-22,P1,3,Suite,Spécial,Q2,12,6,0,,-6,1,3,2,1
32,2025-10-22,P1,3,Suite,Spécial,V6,51,25,0,,-26,3,3,3,1
32,2025-10-22,P1,3,Suite,Spécial,Jeremy,60,30,0,,-30,4,3,4,1
32,2025-10-22,P1,4,19,Nombre,Béné,9,4,0,"-0,2631578947",-5,2,3,1,1
32,2025-10-22,P1,4,19,Nombre,Q2,6,25,1,1,19,1,3,2,0
32,2025-10-22,P1,4,19,Nombre,V6,25,12,0,"-0,6842105263",-13,3,3,3,1
32,2025-10-22,P1,4,19,Nombre,Jeremy,30,49,1,1,19,4,3,4,0
32,2025-10-22,P1,5,Côtés,Spécial,Béné,4,2,0,,-2,2,3,1,1
32,2025-10-22,P1,5,Côtés,Spécial,Q2,25,65,1,,40,1,3,2,0
32,2025-10-22,P1,5,Côtés,Spécial,V6,12,6,0,,-6,3,3,3,1
32,2025-10-22,P1,5,Côtés,Spécial,Jeremy,49,24,0,,-25,4,3,4,1
32,2025-10-22,P1,6,18,Nombre,Béné,2,56,1,3,54,2,3,1,0
32,2025-10-22,P1,6,18,Nombre,Q2,65,101,1,2,36,1,3,2,0
32,2025-10-22,P1,6,18,Nombre,V6,6,3,0,"-0,1666666667",-3,3,3,3,1
32,2025-10-22,P1,6,18,Nombre,Jeremy,24,42,1,1,18,4,3,4,0
32,2025-10-22,P1,7,Couleurs,Spécial,Béné,56,28,0,,-28,2,3,1,1
32,2025-10-22,P1,7,Couleurs,Spécial,Q2,101,50,0,,-51,1,3,2,1
32,2025-10-22,P1,7,Couleurs,Spécial,V6,3,1,0,,-2,3,3,3,1
32,2025-10-22,P1,7,Couleurs,Spécial,Jeremy,42,21,0,,-21,4,3,4,1
32,2025-10-22,P1,8,17,Nombre,Béné,28,14,0,"-0,8235294118",-14,2,3,1,1
32,2025-10-22,P1,8,17,Nombre,Q2,50,101,1,3,51,1,3,2,0
32,2025-10-22,P1,8,17,Nombre,V6,1,0,0,"-0,05882352941",-1,3,3,3,1
32,2025-10-22,P1,8,17,Nombre,Jeremy,21,89,1,4,68,4,3,4,0
32,2025-10-22,P1,9,57 pts,Spécial,Béné,14,7,0,,-7,2,3,1,1
32,2025-10-22,P1,9,57 pts,Spécial,Q2,101,50,0,,-51,1,3,2,1
32,2025-10-22,P1,9,57 pts,Spécial,V6,0,0,0,,0,3,3,3,1
32,2025-10-22,P1,9,57 pts,Spécial,Jeremy,89,44,0,,-45,4,3,4,1
32,2025-10-22,P1,10,16,Nombre,Béné,7,23,1,1,16,2,3,1,0
32,2025-10-22,P1,10,16,Nombre,Q2,50,82,1,2,32,1,3,2,0
32,2025-10-22,P1,10,16,Nombre,V6,0,0,0,0,0,3,3,3,1
32,2025-10-22,P1,10,16,Nombre,Jeremy,44,76,1,2,32,4,3,4,0
32,2025-10-22,P1,11,Peluche,Spécial,Béné,23,11,0,,-12,2,3,1,1
32,2025-10-22,P1,11,Peluche,Spécial,Q2,82,41,0,,-41,1,3,2,1
32,2025-10-22,P1,11,Peluche,Spécial,V6,0,0,0,,0,3,3,3,1
32,2025-10-22,P1,11,Peluche,Spécial,Jeremy,76,38,0,,-38,4,3,4,1
32,2025-10-22,P1,12,15,Nombre,Béné,11,5,0,"-0,4",-6,2,3,1,1
32,2025-10-22,P1,12,15,Nombre,Q2,41,56,1,1,15,1,3,2,0
32,2025-10-22,P1,12,15,Nombre,V6,0,15,1,1,15,3,3,3,0
32,2025-10-22,P1,12,15,Nombre,Jeremy,38,68,1,2,30,4,3,4,0
32,2025-10-22,P1,13,Triple,Spécial,Béné,5,65,1,,60,2,3,1,0
32,2025-10-22,P1,13,Triple,Spécial,Q2,56,143,1,,87,1,3,2,0
32,2025-10-22,P1,13,Triple,Spécial,V6,15,57,1,,42,3,3,3,0
32,2025-10-22,P1,13,Triple,Spécial,Jeremy,68,128,1,,60,4,3,4,0
32,2025-10-22,P1,14,14,Nombre,Béné,65,32,0,"-2,357142857",-33,2,3,1,1
32,2025-10-22,P1,14,14,Nombre,Q2,143,171,1,2,28,1,3,2,0
32,2025-10-22,P1,14,14,Nombre,V6,57,28,0,"-2,071428571",-29,3,3,3,1
32,2025-10-22,P1,14,14,Nombre,Jeremy,128,64,0,"-4,571428571",-64,4,3,4,1
32,2025-10-22,P1,15,Double,Spécial,Béné,32,16,0,,-16,2,3,1,1
32,2025-10-22,P1,15,Double,Spécial,Q2,171,85,0,,-86,1,3,2,1
32,2025-10-22,P1,15,Double,Spécial,V6,28,14,0,,-14,3,3,3,1
32,2025-10-22,P1,15,Double,Spécial,Jeremy,64,32,0,,-32,4,3,4,1
32,2025-10-22,P1,16,13,Nombre,Béné,16,55,1,3,39,2,3,1,0
32,2025-10-22,P1,16,13,Nombre,Q2,85,98,1,1,13,1,3,2,0
32,2025-10-22,P1,16,13,Nombre,V6,14,27,1,1,13,3,3,3,0
32,2025-10-22,P1,16,13,Nombre,Jeremy,32,16,0,"-1,230769231",-16,4,3,4,1
32,2025-10-22,P1,17,25,Spécial,Béné,55,27,0,"-1,12",-28,2,3,1,1
32,2025-10-22,P1,17,25,Spécial,Q2,98,49,0,"-1,96",-49,1,3,2,1
32,2025-10-22,P1,17,25,Spécial,V6,27,13,0,"-0,56",-14,3,3,3,1
32,2025-10-22,P1,17,25,Spécial,Jeremy,16,8,0,"-0,32",-8,4,3,4,1
33,2025-10-22,P1,1,Capital,Points,Lolo,0,34,1,,34,2,4,1,0
33,2025-10-22,P1,1,Capital,Points,Lucas,0,106,1,,106,4,4,2,0
33,2025-10-22,P1,1,Capital,Points,Toussaint,0,40,1,,40,3,4,3,0
33,2025-10-22,P1,1,Capital,Points,Antoine,0,21,1,,21,1,4,4,0
33,2025-10-22,P1,2,20,Nombre,Lolo,34,74,1,2,40,2,4,1,0
33,2025-10-22,P1,2,20,Nombre,Lucas,106,126,1,1,20,4,4,2,0
33,2025-10-22,P1,2,20,Nombre,Toussaint,40,80,1,2,40,3,4,3,0
33,2025-10-22,P1,2,20,Nombre,Antoine,21,61,1,2,40,1,4,4,0
33,2025-10-22,P1,3,Suite,Spécial,Lolo,74,92,1,,18,2,4,1,0
33,2025-10-22,P1,3,Suite,Spécial,Lucas,126,203,1,,77,4,4,2,0
33,2025-10-22,P1,3,Suite,Spécial,Toussaint,80,40,0,,-40,3,4,3,1
33,2025-10-22,P1,3,Suite,Spécial,Antoine,61,194,1,,133,1,4,4,0
33,2025-10-22,P1,4,19,Nombre,Lolo,92,130,1,2,38,2,4,1,0
33,2025-10-22,P1,4,19,Nombre,Lucas,203,260,1,3,57,4,4,2,0
33,2025-10-22,P1,4,19,Nombre,Toussaint,40,116,1,4,76,3,4,3,0
33,2025-10-22,P1,4,19,Nombre,Antoine,194,97,0,"-5,105263158",-97,1,4,4,1
33,2025-10-22,P1,5,Côtés,Spécial,Lolo,130,194,1,,64,2,4,1,0
33,2025-10-22,P1,5,Côtés,Spécial,Lucas,260,130,0,,-130,4,4,2,1
33,2025-10-22,P1,5,Côtés,Spécial,Toussaint,116,58,0,,-58,3,4,3,1
33,2025-10-22,P1,5,Côtés,Spécial,Antoine,97,48,0,,-49,1,4,4,1
33,2025-10-22,P1,6,18,Nombre,Lolo,194,212,1,1,18,2,4,1,0
33,2025-10-22,P1,6,18,Nombre,Lucas,130,65,0,"-3,611111111",-65,4,4,2,1
33,2025-10-22,P1,6,18,Nombre,Toussaint,58,130,1,4,72,3,4,3,0
33,2025-10-22,P1,6,18,Nombre,Antoine,48,66,1,1,18,1,4,4,0
33,2025-10-22,P1,7,Couleurs,Spécial,Lolo,212,106,0,,-106,2,4,1,1
33,2025-10-22,P1,7,Couleurs,Spécial,Lucas,65,32,0,,-33,4,4,2,1
33,2025-10-22,P1,7,Couleurs,Spécial,Toussaint,130,65,0,,-65,3,4,3,1
33,2025-10-22,P1,7,Couleurs,Spécial,Antoine,66,33,0,,-33,1,4,4,1
33,2025-10-22,P1,8,17,Nombre,Lolo,106,157,1,3,51,2,4,1,0
33,2025-10-22,P1,8,17,Nombre,Lucas,32,49,1,1,17,4,4,2,0
33,2025-10-22,P1,8,17,Nombre,Toussaint,65,32,0,"-1,941176471",-33,3,4,3,1
33,2025-10-22,P1,8,17,Nombre,Antoine,33,67,1,2,34,1,4,4,0
33,2025-10-22,P1,9,57 pts,Spécial,Lolo,157,214,1,,57,2,4,1,0
33,2025-10-22,P1,9,57 pts,Spécial,Lucas,49,24,0,,-25,4,4,2,1
33,2025-10-22,P1,9,57 pts,Spécial,Toussaint,32,16,0,,-16,3,4,3,1
33,2025-10-22,P1,9,57 pts,Spécial,Antoine,67,33,0,,-34,1,4,4,1
33,2025-10-22,P1,10,16,Nombre,Lolo,214,246,1,2,32,2,4,1,0
33,2025-10-22,P1,10,16,Nombre,Lucas,24,12,0,"-0,75",-12,4,4,2,1
33,2025-10-22,P1,10,16,Nombre,Toussaint,16,64,1,3,48,3,4,3,0
33,2025-10-22,P1,10,16,Nombre,Antoine,33,49,1,1,16,1,4,4,0
33,2025-10-22,P1,11,Peluche,Spécial,Lolo,246,123,0,,-123,2,4,1,1
33,2025-10-22,P1,11,Peluche,Spécial,Lucas,12,6,0,,-6,4,4,2,1
33,2025-10-22,P1,11,Peluche,Spécial,Toussaint,64,32,0,,-32,3,4,3,1
33,2025-10-22,P1,11,Peluche,Spécial,Antoine,49,24,0,,-25,1,4,4,1
33,2025-10-22,P1,12,15,Nombre,Lolo,123,138,1,1,15,2,4,1,0
33,2025-10-22,P1,12,15,Nombre,Lucas,6,36,1,2,30,4,4,2,0
33,2025-10-22,P1,12,15,Nombre,Toussaint,32,47,1,1,15,3,4,3,0
33,2025-10-22,P1,12,15,Nombre,Antoine,24,39,1,1,15,1,4,4,0
33,2025-10-22,P1,13,Triple,Spécial,Lolo,138,69,0,,-69,2,4,1,1
33,2025-10-22,P1,13,Triple,Spécial,Lucas,36,18,0,,-18,4,4,2,1
33,2025-10-22,P1,13,Triple,Spécial,Toussaint,47,23,0,,-24,3,4,3,1
33,2025-10-22,P1,13,Triple,Spécial,Antoine,39,99,1,,60,1,4,4,0
33,2025-10-22,P1,14,14,Nombre,Lolo,69,34,0,"-2,5",-35,2,4,1,1
33,2025-10-22,P1,14,14,Nombre,Lucas,18,74,1,4,56,4,4,2,0
33,2025-10-22,P1,14,14,Nombre,Toussaint,23,79,1,4,56,3,4,3,0
33,2025-10-22,P1,14,14,Nombre,Antoine,99,113,1,1,14,1,4,4,0
33,2025-10-22,P1,15,Double,Spécial,Lolo,34,66,1,,32,2,4,1,0
33,2025-10-22,P1,15,Double,Spécial,Lucas,74,37,0,,-37,4,4,2,1
33,2025-10-22,P1,15,Double,Spécial,Toussaint,79,111,1,,32,3,4,3,0
33,2025-10-22,P1,15,Double,Spécial,Antoine,113,56,0,,-57,1,4,4,1
33,2025-10-22,P1,16,13,Nombre,Lolo,66,79,1,1,13,2,4,1,0
33,2025-10-22,P1,16,13,Nombre,Lucas,37,89,1,4,52,4,4,2,0
33,2025-10-22,P1,16,13,Nombre,Toussaint,111,163,1,4,52,3,4,3,0
33,2025-10-22,P1,16,13,Nombre,Antoine,56,82,1,2,26,1,4,4,0
33,2025-10-22,P1,17,25,Spécial,Lolo,79,104,1,1,25,2,4,1,0
33,2025-10-22,P1,17,25,Spécial,Lucas,89,44,0,"-1,8",-45,4,4,2,1
33,2025-10-22,P1,17,25,Spécial,Toussaint,163,81,0,"-3,28",-82,3,4,3,1
33,2025-10-22,P1,17,25,Spécial,Antoine,82,107,1,1,25,1,4,4,0
34,2025-10-22,P1,1,Capital,Points,Evan,0,71,1,,71,1,5,1,0
34,2025-10-22,P1,1,Capital,Points,Geoffrey,0,14,1,,14,3,5,2,0
34,2025-10-22,P1,1,Capital,Points,Maxime,0,22,1,,22,4,5,3,0
34,2025-10-22,P1,1,Capital,Points,Hepa,0,47,1,,47,2,5,4,0
34,2025-10-22,P1,2,20,Nombre,Evan,71,91,1,1,20,1,5,1,0
34,2025-10-22,P1,2,20,Nombre,Geoffrey,14,54,1,2,40,3,5,2,0
34,2025-10-22,P1,2,20,Nombre,Maxime,22,82,1,3,60,4,5,3,0
34,2025-10-22,P1,2,20,Nombre,Hepa,47,127,1,4,80,2,5,4,0
34,2025-10-22,P1,3,Suite,Spécial,Evan,91,45,0,,-46,1,5,1,1
34,2025-10-22,P1,3,Suite,Spécial,Geoffrey,54,27,0,,-27,3,5,2,1
34,2025-10-22,P1,3,Suite,Spécial,Maxime,82,41,0,,-41,4,5,3,1
34,2025-10-22,P1,3,Suite,Spécial,Hepa,127,63,0,,-64,2,5,4,1
34,2025-10-22,P1,4,19,Nombre,Evan,45,64,1,1,19,1,5,1,0
34,2025-10-22,P1,4,19,Nombre,Geoffrey,27,65,1,2,38,3,5,2,0
34,2025-10-22,P1,4,19,Nombre,Maxime,41,79,1,2,38,4,5,3,0
34,2025-10-22,P1,4,19,Nombre,Hepa,63,31,0,"-1,684210526",-32,2,5,4,1
34,2025-10-22,P1,5,Côtés,Spécial,Evan,64,32,0,,-32,1,5,1,1
34,2025-10-22,P1,5,Côtés,Spécial,Geoffrey,65,32,0,,-33,3,5,2,1
34,2025-10-22,P1,5,Côtés,Spécial,Maxime,79,146,1,,67,4,5,3,0
34,2025-10-22,P1,5,Côtés,Spécial,Hepa,31,97,1,,66,2,5,4,0
34,2025-10-22,P1,6,18,Nombre,Evan,32,68,1,2,36,1,5,1,0
34,2025-10-22,P1,6,18,Nombre,Geoffrey,32,50,1,1,18,3,5,2,0
34,2025-10-22,P1,6,18,Nombre,Maxime,146,73,0,"-4,055555556",-73,4,5,3,1
34,2025-10-22,P1,6,18,Nombre,Hepa,97,48,0,"-2,722222222",-49,2,5,4,1
34,2025-10-22,P1,7,Couleurs,Spécial,Evan,68,108,1,,40,1,5,1,0
34,2025-10-22,P1,7,Couleurs,Spécial,Geoffrey,50,25,0,,-25,3,5,2,1
34,2025-10-22,P1,7,Couleurs,Spécial,Maxime,73,36,0,,-37,4,5,3,1
34,2025-10-22,P1,7,Couleurs,Spécial,Hepa,48,24,0,,-24,2,5,4,1
34,2025-10-22,P1,8,17,Nombre,Evan,108,142,1,2,34,1,5,1,0
34,2025-10-22,P1,8,17,Nombre,Geoffrey,25,12,0,"-0,7647058824",-13,3,5,2,1
34,2025-10-22,P1,8,17,Nombre,Maxime,36,87,1,3,51,4,5,3,0
34,2025-10-22,P1,8,17,Nombre,Hepa,24,41,1,1,17,2,5,4,0
